4,2192628181,Tue Jun 16 07:19:06 PDT 2009,NO_QUERY,gibby79,@KayTBeth they're working...I'm seeing them. ,4,1
0,1467919765,Mon Apr 06 22:48:54 PDT 2009,NO_QUERY,aerlyne,Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! ,0,0
4,2192884719,Tue Jun 16 07:41:29 PDT 2009,NO_QUERY,linarijkhoff,Off to Amsterdam gonna have dinner at Teuns place! ,4,1
0,1468212055,Tue Apr 07 00:19:35 PDT 2009,NO_QUERY,Rioter,@trash_kitten  solution will be found!,0,0
4,2191770232,Tue Jun 16 05:56:23 PDT 2009,NO_QUERY,Pyrrho,@bryan_m That translation is rough.  Only works on 10.4?,4,1
4,2192983620,Tue Jun 16 07:50:02 PDT 2009,NO_QUERY,GregAPhillips,I love getting up at 2:30AM...especially on my birthday!  Marc Bailey you can never take another day off! ,4,1
4,2191947446,Tue Jun 16 06:15:02 PDT 2009,NO_QUERY,RobertaRae,Everyone please follow my bfs band @Levianth they've just joined twitter so it would be a really big help  x,4,1
4,2192838178,Tue Jun 16 07:37:25 PDT 2009,NO_QUERY,robinmwood,100+ Graphic Design Links-http://bit.ly/V6FRV   (via @gaksdesigns),4,1
0,1469663863,Tue Apr 07 07:03:17 PDT 2009,NO_QUERY,faceofnate,"@NohoRob Ack. Goddammit, can you and Denton get good before I defect to the Best Alliance or something?! ",0,0
4,2193402975,Tue Jun 16 08:24:40 PDT 2009,NO_QUERY,digidivaish,@goblue4ever good job chickadee! ,4,1
4,2193502945,Tue Jun 16 08:32:45 PDT 2009,NO_QUERY,miss_magenta,"Got back last German exam for this year. 2... which is awesome, btw. ",4,1
0,1470149933,Tue Apr 07 08:29:50 PDT 2009,NO_QUERY,OMGMarvel,I'm going crazy at work. I want a new job.. ,0,0
4,2192398652,Tue Jun 16 06:58:51 PDT 2009,NO_QUERY,troth01,I feel it today. A #squarespace day.  ,4,1
4,2192001734,Tue Jun 16 06:20:33 PDT 2009,NO_QUERY,modbird,"@chadengle all good here! just having some coffee, storing up some caffeine energy to work really fast in a bit ",4,1
4,2192247323,Tue Jun 16 06:44:42 PDT 2009,NO_QUERY,AimyLeigh,"@jellibeen92 just gotta get used to it, its not her fault so, it just puts strain on mine and my dads relationship!   I love You 2 Girl ",4,1
4,2192182932,Tue Jun 16 06:38:38 PDT 2009,NO_QUERY,TeLisaD,Good Morning chica  @chaarmaainee !!!,4,1
0,1467818020,Mon Apr 06 22:21:39 PDT 2009,NO_QUERY,itsanimesh,really don't feel like getting up today... but got to study to for tomorrows practical exam... ,0,0
0,1548612452,Fri Apr 17 21:26:59 PDT 2009,NO_QUERY,lindasue714,"@_LeQui_ I wish I was there, too.  ",0,0
4,2193178397,Tue Jun 16 08:06:10 PDT 2009,NO_QUERY,luckyme1623,watchin tv cuz wy's taking a little nap ,4,1
0,1469900258,Tue Apr 07 07:45:11 PDT 2009,NO_QUERY,CarolineFW,@adders -Have you asked IT why bit.ly is inaccessible? I'm now unable to read any of the articles my readers are tweeting to me ,0,0
4,2191882607,Tue Jun 16 06:08:14 PDT 2009,NO_QUERY,Sweetesstrini,@PEE_WEE_THE_ONE Yea Yea Yea...Bite meh! ,4,1
4,2191981147,Tue Jun 16 06:18:27 PDT 2009,NO_QUERY,WRPaintball,@pbgossip thanks for the #followfriday  ...been a bit busy these past few days.,4,1
0,1470179591,Tue Apr 07 08:35:07 PDT 2009,NO_QUERY,imrananwar,"@saaze Combination of stuff, biz/econ issus hit while was out of country when Dad passed away. Being away a lot making things worse in US ",0,0
0,1467839007,Mon Apr 06 22:27:08 PDT 2009,NO_QUERY,eyezup,@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love,0,0
4,2191944188,Tue Jun 16 06:14:42 PDT 2009,NO_QUERY,SaintJimmy420,Smoking up with the green machine DD  Moni's dropping by tomorrow morning so I'm psyched.  Happy toking all ,4,1
4,2192984836,Tue Jun 16 07:50:07 PDT 2009,NO_QUERY,careforyourdog,"@EcoPup Hi EcoPup: For fathers day, it's a day of golf for dad and a nice walk up the field for our furry girls. ",4,1
0,1467962634,Mon Apr 06 23:01:02 PDT 2009,NO_QUERY,MissMillions,Im in the mood for some chocolate. I want..... Miniature Reeses cups. Now ,0,0
4,2192815646,Tue Jun 16 07:35:24 PDT 2009,NO_QUERY,bettycake,I like watching Luke get dressed ,4,1
4,2191648512,Tue Jun 16 05:42:15 PDT 2009,NO_QUERY,MahsaT,I just got a twitter  like kind of manny  others have lol,4,1
4,2191469380,Tue Jun 16 05:20:30 PDT 2009,NO_QUERY,AYLAtheDREAMER,is going to sing &quot;Not Fair&quot; by @lilyroseallen at Open Day ,4,1
0,1468546258,Tue Apr 07 02:20:01 PDT 2009,NO_QUERY,ErinLRay,yep...it's been 6 weeks  A lady at our church is watching her.,0,0
0,1469196808,Tue Apr 07 05:34:14 PDT 2009,NO_QUERY,LeighMm,"@todd1985 No, I think she leaves for a visit with her Nana tomorrow. ",0,0
0,1468178802,Tue Apr 07 00:08:36 PDT 2009,NO_QUERY,JoeJFletcher,Left head phone has died this morning. 1 head phone to keep me company on my journey ,0,0
0,1470144878,Tue Apr 07 08:28:55 PDT 2009,NO_QUERY,Stapler21,I can't find anyone that I know on Twitter ,0,0
4,2191751261,Tue Jun 16 05:54:15 PDT 2009,NO_QUERY,veganwrites,@Vegan4Life00 Thank you back ,4,1
0,1468205332,Tue Apr 07 00:17:20 PDT 2009,NO_QUERY,LCornman,Cant sleep. Ugh. If this is going to be a trend i.ll need to find something to do with my wakeful night hours. Read? Learn a language? ,0,0
0,1469929056,Tue Apr 07 07:50:26 PDT 2009,NO_QUERY,mrp824,"Ugh...going to school, bye bye ",0,0
4,2192650389,Tue Jun 16 07:21:03 PDT 2009,NO_QUERY,scrio,"Trying to reach 4,000 followers by day's end!  Pls help out!  Need 82 more as of now  (via @AlexsLemonade)",4,1
0,1470198542,Tue Apr 07 08:38:31 PDT 2009,NO_QUERY,rachelhpeters,"It's snowing in some parts of ATL, but not where I am. ",0,0
0,1469036142,Tue Apr 07 04:56:18 PDT 2009,NO_QUERY,summerlady,@KarimJebari thanks for concern. No physical harm. I was just about to enjoy some malatang when I found my wallet forever gone. ,0,0
4,2191630523,Tue Jun 16 05:40:09 PDT 2009,NO_QUERY,AroraU,@fountain1987 come on Chris some pictures would be good ,4,1
4,2192356324,Tue Jun 16 06:54:52 PDT 2009,NO_QUERY,amyegsmith,"@ellensmith3 yeah, about 10mins ago. nanna was doing my head in. going to have a little sleepy now ",4,1
0,1469692334,Tue Apr 07 07:08:21 PDT 2009,NO_QUERY,ArtsyCatsy,"@HotMBC 'Morning, Hotties! Our mom caused us to miss the #pawpawty. ",0,0
4,2191418772,Tue Jun 16 05:14:05 PDT 2009,NO_QUERY,Tubegal,Gone Phishin'.... ,4,1
0,1468174290,Tue Apr 07 00:07:08 PDT 2009,NO_QUERY,emmaketurah,@GillianMe Yeah he was ,0,0
4,2193320486,Tue Jun 16 08:17:51 PDT 2009,NO_QUERY,MysticMiggins,@niplag working on paperwork to purchase our first home.  Yay ,4,1
0,1468827963,Tue Apr 07 03:56:49 PDT 2009,NO_QUERY,Kelsey_Gray,Went to HPFZ and page came up saying the domain has expired.. I'm..freaking out right now. ,0,0
0,1468965663,Tue Apr 07 04:37:26 PDT 2009,NO_QUERY,MarinaMina,needs some tlc ,0,0
4,2191713777,Tue Jun 16 05:49:58 PDT 2009,NO_QUERY,JuzzaMcFluzza,boom chucka lucka. Random mood. LOL my boss called me a wank haha not working this weekend ,4,1
